title,image,ingredients,instructions,nutrition_info,clean_ingredients
Corned Beef Omelet,https://panlasangpinoy.com/wp-content/uploads/2014/12/tortang-corned-beef-omelet.jpg,"['▢ 12 ounces corned beef', '▢ 3 pieces eggs', '▢ 1 piece onion', '▢ 4  cloves garlic', '▢ 3/4  cup green onion chopped', '▢ 3 tablespoons Cooking oil', '▢ Salt and ground black pepper to taste']","['Prepare the corned beef by sautéing. Heat oil in a pan and then saute garlic and onion. Add corned beef. Continue to saute for 3 to 5 minutes. Remove from the pan and let it cool down.', 'Crack the eggs and place in a large mixing bowl. Add the salt and pepper.. Beat until all the ingredients are well incorporated.', 'Add sautéed Corned beef and green onions. Stir to mix the ingredients. Note: Make sure that the corned beef has cooled down before you execute this step.', 'Heat a frying pan. Add 1 tablespoon cooking oil or use a cooking oil spray and spray oil on the pan.', 'Scoop around ½ to ¾ cups of the corned beef and egg mixture and pour in the pan. Cook for 3 minutes on medium heat.', 'Use a spatula to flip the omelet and cook the other side for 2 to 3 minutes.', 'Transfer to a serving plate. Serve.', 'Share and enjoy!']",Serving:8gCalories:284kcal(14%)Carbohydrates:5g(2%)Protein:13g(26%)Fat:23g(35%)Saturated Fat:5g(25%)Cholesterol:49mg(16%)Sodium:1041mg(43%)Potassium:357mg(10%)Fiber:1g(4%)Sugar:2g(2%)Vitamin A:187IU(4%)Vitamin C:29mg(35%)Calcium:31mg(3%)Iron:2mg(11%),"['onion', 'eggs', 'Cooking oil', 'Salt ground black pepper', 'garlic', 'corned beef', 'green onion']"
Chicken Adobo Fried Rice and Tortang Corned Beef,https://panlasangpinoy.com/wp-content/uploads/2019/08/Chicken-Adobo-Fried-Rice-and-Tortang-Corned-Beef-Recipe.jpg,"['▢ 1  cup chicken adobo shredded and chopped', '▢ 4 cups leftover rice', '▢ 1/2  teaspoon salt', '▢ 4 cloves garlic crushed', '▢ 3 tablespoons cooking oil', '▢ 1 1/2 cups corned beef sauteed', '▢ 1 piece egg', '▢ 1/8 teaspoon  ground black pepper', '▢ 4  tablespoons  cooking oil']","['Prepare the omelette by combining corned beef, egg, and ground black pepper in a bowl. Mix well.', 'Heat 4 tablespoons of cooking oil in a pan. Scoop a quarter portion of the corned beef mixture and fry. Gently flatten the mixture in the pan and continue to fry in medium heat for 1 to 2 minutes. Flip the corned beef omelette and fry the opposite side until done. Remove from the pan and place in a clean plate. Perform the same steps until the mixture is completely consumed.', 'Prepare the rice by combining rice and salt. Gently mix while trying to separate the rice with each other.', 'Heat 3 tablespoons oil in a pan. Add crushed garlic. Continue to cook in medium heat until garlic turns light brown in color.', 'Add chopped chicken adobo. Stir-fry for 1 minute.', 'Add rice. Toss and stir-fry for 3 to 5 minutes.', 'Transfer the chicken adobo fried rice in a plate and then top with tortang corned beef. Serve with your favorite condiment.', 'Share and enjoy!']",Calories:721kcal(36%)Carbohydrates:62g(21%)Protein:17g(34%)Fat:45g(69%)Saturated Fat:6g(30%)Cholesterol:85mg(28%)Sodium:1870mg(78%)Potassium:391mg(11%)Fiber:3g(12%)Sugar:3g(3%)Vitamin A:2079IU(42%)Vitamin C:18mg(22%)Calcium:46mg(5%)Iron:2mg(11%),"['leftover rice', 'chicken adobo', 'corned beef sauteed', 'egg', 'ground black pepper', 'garlic', 'cooking oil', 'salt']"
Tapsilog Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/12/Tapsilog-1.jpg,"['▢ 1 lb. beef sirloin sliced thinly', '▢ 3 pieces eggs', '▢ 6 tablespoons cooking oil', '▢ 3 tablespoons Knorr Liquid Seasoning', '▢ 6 cloves crushed garlic', '▢ ¾ cups pineapple juice', '▢ 2 tablespoons brown sugar', '▢ ¼ teaspoon ground white pepper', '▢ 5 cups leftover rice', '▢ 1 teaspoon salt', '▢ 5 cloves garlic crushed']","['Prepare the tapa by placing the beef in a large bowl. Combine with all the tapa marinade ingredients. Mix well and cover the bowl. Place inside the fridge and marinate overnight.', 'Cook the garlic fried rice (sinangag na kanin) by heating 3 tablespoons cooking oil in a pan. Add crushed garlic. Cook until garlic turns light brown. Add the leftover rice. Stir-fry for 3 minutes.', 'Season with salt. Continue to stir-fry for 3 to 5 minutes. Set aside.', 'Start to cook the tapa. Heat a pan and pour the marinated beef into it, including the marinade. Add ¾ cups water. Let the mixture boil. Cover the pan and continue to cook until the liquid reduces to half. Add 3 tablespoons cooking oil into the mixture. Continue to cook until the liquid completely evaporates. Fry the beef tapa in remaining oil until medium brown. Set aside.', 'Fry the egg by pouring 1 tablespoon oil on a pan. Crack a piece of egg and sprinkle enough salt on top. Cook for 30 seconds. Pour 2 tablespoons water on the side of the pan. Cover and let the water boil. Continue to cook until the egg yolks gets completely cooked by the steam.', 'Arrange the beef tapa, sinangag, and fried egg on a large plate to form Tapsilog. Serve with vinegar as dipping sauce for tapa.']",Calories:883kcal(44%)Carbohydrates:93g(31%)Protein:43g(86%)Fat:36g(55%)Saturated Fat:4g(20%)Cholesterol:86mg(29%)Sodium:2841mg(118%)Potassium:877mg(25%)Fiber:3g(12%)Sugar:17g(19%)Vitamin A:2500IU(50%)Vitamin C:10.1mg(12%)Calcium:94mg(9%)Iron:4mg(22%),"['leftover rice', 'brown sugar', 'eggs', 'ground white pepper', 'beef sirloin', 'pineapple juice', 'garlic', 'cooking oil', 'Knorr Liquid Seasoning', 'salt']"
Filipino Omelet,https://panlasangpinoy.com/wp-content/uploads/2019/02/Filipino-Omelet-728x750.jpg,"['▢ 3 pieces large eggs', '▢ 2 piece tomatoes diced', '▢ 1 piece red onion diced', '▢ 1/4 teaspoon ground black pepper', '▢ 1/4 teaspoon sea salt', '▢ 2 tablespoons cooking oil']","['Crack the eggs and then place in a medium bowl. Add the salt and pepper and then beat using a wire whisk or fork. Set aside.', 'Heat the cooking oil in a pan.', 'Saute the onion and tomatoes for 2 minutes.', 'Pour-in the beaten egg mixture. Spread the mixture by tilting the pan sideways. Continue to cook in medium heat for 3 to 4 minutes.', 'Flip the omelet with the aid of a wide spatula and then cook the other side for 3 minutes. Note: If you are having a hard time flipping the omelet, try to first place the egg on a wide plate (the cooked side should be facing down). Quickly flip the plate on top of the pan so that the omelet will slide to the pan with the uncooked side facing down.', 'Turn off the heat and then transfer the omelet to a serving plate. Enjoy with pandesal or garlic rice. Serve with banana ketchup.', 'Share and enjoy!']",Serving:3gCalories:113kcal(6%)Carbohydrates:6g(2%)Protein:1g(2%)Fat:9g(14%)Cholesterol:3mg(1%)Sodium:200mg(8%)Potassium:247mg(7%)Fiber:1g(4%)Sugar:3g(3%)Vitamin A:685IU(14%)Vitamin C:13.9mg(17%)Calcium:17mg(2%)Iron:0.3mg(2%),"['eggs', 'sea salt', 'ground black pepper', 'cooking oil', 'red onion', 'tomatoes']"
Skinless Longganisa Recipe,https://panlasangpinoy.com/wp-content/uploads/2018/10/Skiness-Longganisa-Recipe-728x750.jpg,"['▢ 1 ¾ lbs. ground pork', '▢ 9 tablespoons dark brown sugar', '▢ 1 tablespoon smoked paprika', '▢ 3 tablespoons vegetable oil', '▢ 1 ¼ tablespoons coarse salt', '▢ 1 teaspoon ground black pepper', '▢ 2 head garlic']","['Peel the skin off the garlic cloves. Crush thoroughly using mortar and pestle. Mince the crushed garlic. Set aside.', 'In a large mixing bowl, combine ground pork along with all of the ingredients. Mix well.', 'Cover the bowl. Refrigerate for 2 hours.', 'Shape the longganisa by laying a sheet of wax paper on a flat surface. Scoop around 3 tablespoons of mixture and put over the wax paper. Fold the wax paper from top to down until the mixture covered. Hold the edge of the paper with your fingers and then slide the card towards the mixture. Push a bit more until a sausage shape is formed. Do this step until the entire mixture is consumed.', 'Cook the longganisa by combining 1 cup water and 4 tablespoons of cooking oil in a pan.', 'Add the longganisa and then turn the heat on. Let the liquid boil, and then adjust to the lowest heat setting. Continue boiling until the water completely evaporates.', 'Fry both sides of the longganisa in the remaining oil until it turns brown.', 'Remove from the pan and arrange on a serving plate. Serve with rice. Share and enjoy!']",Calories:114kcal(6%)Carbohydrates:4g(1%)Protein:5g(10%)Fat:8g(12%)Saturated Fat:3g(15%)Cholesterol:21mg(7%)Sodium:354mg(15%)Potassium:107mg(3%)Sugar:4g(4%)Vitamin A:135IU(3%)Vitamin C:0.9mg(1%)Calcium:12mg(1%)Iron:0.4mg(2%),"['coarse salt', 'dark brown sugar', 'head garlic', 'vegetable oil', 'ground black pepper', 'smoked paprika', 'ground pork']"
Tortang Tuna with Spinach – Omelet Recipe,https://panlasangpinoy.com/wp-content/uploads/2018/08/Tortang-Tuna-with-Spinach.jpg,"['▢ 5 eggs', '▢ 1 5 ounce can chunk tuna in water, drained', '▢ 1 ½ cup fresh baby spinach', '▢ 1 medium yellow onion chopped', '▢ 5 tablespoons cooking oil', '▢ Salt and ground black pepper to taste']","['Heat 3 tablespoons of cooking oil in a pan', 'Saute onion until soft', 'Add tuna. Continue to cook for 2 minutes.', 'Put the spinach into the pan. Cook for 1 minute.', 'Season with salt and ground black pepper. Remove from the pan and let it cool down.', 'Crack the eggs and place in a large mixing bowl. Beat until yellow and white parts are well blended.', 'Add the sautéed tuna and spinach to beaten eggs. Make sure that the temperature cools first. Mix well.', 'Heat remaining oil in an omelet pan or small frying pan', 'Pour the egg and tuna mixture. Gently push the cooked portion of the omelet towards the center to be able to heat the uncooked mixture. Continue to cook between low to medium heat for 2 minutes or until completely cooked. Turn over the omelet to cook the opposite side.', 'Transfer to a serving plate. Serve.', 'Share and enjoy!']",Serving:3g,"['eggs', 'chunk tuna in water', 'yellow onion', 'Salt ground black pepper', 'cooking oil', 'baby spinach']"
Breakfast T-Bone Steak with Fried Eggs Recipe,https://panlasangpinoy.com/wp-content/uploads/2018/07/breakfast-t-bone-steak-with-eggs-recipe.jpg,"['▢ 1 12 oz. T-bone steak', '▢ 1 teaspoon salt', '▢ 1/8 teaspoon ground black pepper optional', '▢ 5 tablespoons butter', '▢ 2 tablespoons olive oil', '▢ 3 cloves garlic', '▢ 2 fried eggs']","['Rub salt all over the steak. Let it stay for 15 minutes.', 'Melt butter in a pan. Add olive oil.', 'Gently pound the garlic until it cracks and then put it into the pan. Do not remove the skin. Note: this will give the steak a garlicky taste.', 'Put the T-bone steak into the pan. Cook for 4 to 5 minutes between low to medium heat.', 'Turn the steak over to cook the opposite side. Continue to cook for 3 minutes. You can also scoop some butter using a spoon and pour it on top of the steak while frying.', 'Arrange on a serving plate. Season with ground black pepper', 'Serve with fried eggs. Share and enjoy!']",Serving:2g,"['olive oil', 'T-bone steak', 'ground black pepper', 'garlic', 'butter', 'salt', 'fried eggs']"
Home Fries Recipe,https://panlasangpinoy.com/wp-content/uploads/2018/02/Home-Fries.jpg,"['▢ 2 medium baking potato cleaned and sliced into cubes', '▢ 1 small red bell pepper', '▢ 1 small green bell pepper', '▢ 1 medium yellow onion', '▢ 4 tablespoons cooking oil', '▢ 1/2 teaspoon garlic powder', '▢ 1/4 teaspoon ground black pepper', '▢ 1/2 teaspoon salt']","['Heat oil in a pan. Add the potato. Saute for 3 to 5 minutes.', 'Add onion. Saute the onion until soft.', 'Add bell peppers. Cook for 2 minutes,', 'Add salt, pepper, and garlic powder. Stir Cook for 2 minutes.', 'Transfer to a serving plate. Serve for breakfast as a side dish.', 'Share and enjoy!']",Serving:3g,"['garlic powder', 'green bell pepper', 'yellow onion', 'ground black pepper', 'red bell pepper', 'cooking oil', 'baking potato', 'salt']"
Eggplant Omelette,https://panlasangpinoy.com/wp-content/uploads/2018/01/How-to-Cook-Eggplant-Omelette.jpg,"['▢ 3 pieces eggs', '▢ 1 medium eggplant', '▢ 1/4 teaspoon garlic powder', '▢ 1/4 teaspoon salt', '▢ A dash of ground black pepper', '▢ 4 tablespoons olive oil']","['Beat the eggs in a large bowl. Add salt, ground black pepper, and garlic powder. Continue to beat until all ingredients are well blended. Set aside.', 'Use a fork to create tiny holes all over the eggplant. Cook the eggplant by either baking it in the oven at 400F for 20 to 25 minutes, or exposing it in fire over a stove top until the skin gets burnt and turns black.', 'Let the eggplant cool down. Peel the skin then cut the stalk off. Arrange the eggplant flat in a plate. Gently mash using a fork.', 'Transfer the mashed eggplant to the bowl with beaten egg. Beat until the eggplant is well incorporated with all the ingredients.', 'Meanwhile, heat olive oil in a pan. Once the oil gets hot, pour the mixture into the pan. Continue to cook in low to medium heat for 3 to 5 minutes.', 'Flip the eggplant omellette using a plate. Do this by lifting the pan and tilt it towards the plate until the content slides into the plate (you can also use a spatula). Make sure that the cooked part is facing down. Now, hold the plate with one hand and the pan with the other. Cover the plate with pan and then quickly flip it over in a way that the top part of the omellete (which is still uncooked) touches the base of the pan. Continue to cook for 3 minutes.', 'Transfer to a serving plate. Serve with your favorite condiment.', 'Share and enjoy!']",Serving:2g,"['garlic powder', 'olive oil', 'eggs', 'eggplant', 'ground black pepper', 'salt']"
Spinach Tomato and Cheese Omelette,https://panlasangpinoy.com/wp-content/uploads/2018/01/Spinach-Tomato-and-Cheese-Omelette-Recipe.jpg,"['▢ 2 eggs', '▢ 3/4 cups fresh baby spinach', '▢ 1 small ripe roma tomato chopped', '▢ 1/2 cup shredded cheddar cheese', '▢ 1/4 cup salted butter']","['Melt half of the butter in a pan.', 'Once the butter starts to bubble, add tomato. Saute for 1 minute.', 'Put the spinach in the pan. Cook for 30 seconds. Transfer everything in a clean plate.', 'Wipe the pan clean using a paper towel. Heat the pan in a stovetop using low to medium heat. Melt the remaining butter in the pan.', 'Beat the eggs in a bowl. Pour into the pan. Tilt the pan to distribute the beaten eggs equally.', 'Once the eggs starts to form, pour the cooke tomato and spinach over the egg. Top with shredded cheese. Continue to cook until the eggs are done.', 'Fold the omelet halfway to secure the filling. You can top the omelet with more cheese.', 'Transfer to a serving plate. Serve.', 'Share and enjoy!']",Serving:2g,"['roma tomato', 'cheddar cheese', 'salted butter', 'eggs', 'baby spinach']"
Buttermilk Waffles,https://panlasangpinoy.com/wp-content/uploads/2017/09/Buttermilk-Waffles_.jpg,"['▢ 2 cups all-purpose flour', '▢ 1 pint buttermilk', '▢ 2 eggs', '▢ 1 tablespoon granulated white sugar', '▢ 2 teaspoons baking powder', '▢ 1 teaspoon baking soda', '▢ 1/4 cup butter melted', '▢ 2 teaspoons vanilla extract', '▢ 1/2 teaspoon salt']","['Preheat waffle maker.', 'Combine all dry ingredients in a bowl starting with flour, sugar, baking powder, baking soda, and salt. Mix well using a wire whisk.', 'Add eggs, butter, and vanilla extract. Whisk until texture becomes smooth.', 'Pour batter into the waffle maker. Close and secure and cook for 2 minutes or a little bit more if you want it crisp on the outside.', 'Transfer to a serving plate. Top with whipped butter and syrup.', 'Serve. Share and enjoy!']",Serving:3g,"['vanilla extract', 'eggs', 'granulated white sugar', 'butter', 'pint buttermilk', 'baking powder', 'baking soda', 'all-purpose flour', 'salt']"
Tocino with Salted Egg and Chopped Tomato,https://panlasangpinoy.com/wp-content/uploads/2017/09/Tocino-with-Salted-Egg-and-Tomato-Recipe.jpg,"['▢ 1 lb. homemade pork tocino', '▢ 1 salted egg', '▢ 1 medium ripe tomato chopped', '▢ 1 cup water', '▢ 3 tablespoons cooking oil']","['Pour water in a pan or cooking pot. Let boil.', 'Add oil and homemade pork tocino in the pot with boiling water. Continue to cook in medium heat until the water completely evaporates.', 'Once the water evaporates, continue to cook by frying the pork on the remaining oil until brown. Turn the pork over to fry the opposite side.', 'Remove the pork tocino from the pan. Arrange in a plate with salted egg and chopped tomato.', 'Serve with rice and spicy vinegar dip.', 'Share and enjoy!']",Serving:3g,"['water', 'tomato', 'cooking oil', 'salted egg', 'homemade pork tocino']"
Hotsilog (Hotdog Sinangang at Itlog),https://panlasangpinoy.com/wp-content/uploads/2017/07/Hotdog-Sinangag-at-Itlog.jpg,"['▢ 3 pieces red hotdogs', '▢ 2 eggs', '▢ 1 cup garlic fried rice get recipe here', '▢ 1 medium tomato sliced', '▢ 3/4 cup water', '▢ 6 tablespoons cooking oil']","['Pour water in a small cooking pot. Let boil.', 'Add hotdogs and then pour 2 tablespoons cooking oil. Continue to cook until the water evaporates.', 'Once the water is gone, fry the hotdogs in the remaining oil for 1 to 2 minutes while slowly rolling it back and forth to prevent it from getting burnt. Set aside.', 'Prepare the eggs by heating 4 tablespoons of cooking oil in a pan.', 'Once the oil gets hot, crack a piece of egg and start to fry it. As the egg is frying, grab a spoon and scoop the oil from the bottom of the pot. Pour the oil over the egg. Do this until the yolk gets a white covering. Remove the egg and set aside. Do the same step on the other piece of egg.', 'Arrange the garlic fried rice, hotdogs, and fried eggs in a plate. Put the slices of tomato on the side.', 'Serve with ketchup. Share and enjoy!']",Serving:1g,"['water', 'tomato', 'garlic fried rice get recipe here', 'eggs', 'cooking oil', 'red hotdogs']"
Ham and Hotdog Omelette with Cheese,https://panlasangpinoy.com/wp-content/uploads/2017/07/Ham-and-Hotdog-Omelet-with-Cheese-Recipe.jpg,"['▢ 4 eggs', '▢ 6 ounces ham cubed', '▢ 3 hotdogs cubed', '▢ 1/4 teaspoon salt', '▢ 1/8 teaspoon ground black pepper', '▢ 1/2 cup shredded cheddar cheese', '▢ 4 tablespoons cooking oil']","['Heat 2 tablespoons oil in a pan.', 'Saute cubed ham and hotdogs for 2 minutes. Remove from the pan. Set aside.', 'Crack eggs in a bowl. Add salt and ground black pepper. Beat until the texture is smooth.', 'Add cheese. Continue to beat until well blended.', 'Heat remaining oil in a pan. Pour a quarter of the egg mixture. Top with a quarter of cubed ham and hotdog. Using a wide spatula, turn the egg over to cook the other side. Let it stay for 40 to 80 seconds in medium heat or until the other side is fully cooked. Perform the same steps until all the eggs and meat are consumed.', 'Transfer to a serving plate. Serve.', 'Share and enjoy']",Serving:4g,"['cheddar cheese', 'ham', 'eggs', 'ground black pepper', 'cooking oil', 'salt', 'hotdogs']"
Special Longanisa Fried Rice Recipe,https://panlasangpinoy.com/wp-content/uploads/2017/02/Longanisa-Fried-Rice.jpg,"['▢ 4 cups cooked rice', '▢ 2 pieces longanisa', '▢ 3/4 cup frozen green peas', '▢ 3/4 cup carrot cubed', '▢ 2 tablespoons butter', '▢ 2 eggs', '▢ 4 tablespoons cooking oil', '▢ Salt and ground black pepper to taste']","['Crack the eggs in a bowl. Beat until smooth.', 'Heat a pan and pour 3 tablespoons cooking oil.', 'When the oil gets hot, pour the beaten egg into the pan. Cook one side until done and then flip to cook the other side. Remove the egg from the pan. Set aside.', 'Add the remaining oil in the same pan. Once the oil heats-up, add the longanisa. Continue to cook for 5 to 7 minutes (or until the meat is fully cooked) in medium heat while stirring once in a while.', 'Add the butter and let it melt.', 'Slide the rice into the pan. Fold until all the ingredients are well blended. Cook for 3 minutes.', 'Press the tip of the spatula towards the egg on the plate to slice it initially. Add the egg into the pan. Continue to stir fry for 1 minute.', 'Put the green peas and carrots in. Cook for 3 to 5 minutes', 'Add salt and pepper to taste. Stir and make sure that all ingredients are well incorporated.', 'Transfer to a serving bowl. Serve.', 'Share and enjoy!']",Serving:4g,"['carrot', 'frozen green peas', 'eggs', 'Salt ground black pepper', 'cooking oil', 'butter', 'cooked rice', 'longanisa']"
Filipino Beef Morcon with Garlic Fried Rice and Eggs,https://panlasangpinoy.com/wp-content/uploads/2016/12/How-to-Cook-Morcon-Silog_-1.jpg,"['▢ 1 lb. leftover classic beef morcon view recipe', '▢ 3 cups garlic fried rice view recipe', '▢ 6 fried eggs cooked the way you want (see ways on how to cook eggs)']","['Prepare your meal by slicing the leftover morcon. Note: you may also cook the morcon from scratch using the recipe above if there are no leftovers.', 'Prepare the garlic fried rice. The link for the recipe can be found in the ingredient section above. Once the rice is cooked, set it aside.', 'Fry the eggs based on how you want it. Sunny-side-up is a good way to cook it.', 'Arrange a cup of garlic fried rice in the middle of a plate. Add 2 pieces of fried eggs on the side and arrange the beef morcon on the other side.', 'Serve hot for breakfast. Share and enjoy!']",Serving:3g,"['fried eggs cooked the way you want', 'garlic fried rice view recipe', 'leftover classic beef morcon view recipe']"
Champorado with Tuyo – Chocolate Porridge with Salted Dried Fish,https://panlasangpinoy.com/wp-content/uploads/2016/12/Champorado-with-Tuyo-Recipe-Panlasang-Pinoy-1.jpg,"['▢ 1 cup glutinous rice', '▢ 4 to 5 cups water', '▢ ½ cup sugar', '▢ 4 pieces pure cocoa tablea', '▢ A pinch of salt', '▢ 6 to 12 pieces fried salted dried fish tuyo']","['Pour 4 cups water in a pot. Let boil.', 'Add the sugar and tablea. Stir and continue to boil until the cocoa tablea dilutes.', 'Add a pinch of salt and gently pour the glutinous rice in the pot. Stir and let the liquid re-boil.', 'Continue to cook in low heat until the rice gets soft (the consistency should be similar to a porridge). Make sure to stir the mixture every 2 to 3 minutes to prevent the rice from sticking on the pot. Add the extra cup cup of water (or more) if needed.', 'Scoop some cooked champorado using a ladle and pour in a bowl. Serve with crispy fried tuyo fish and evaporated milk.', 'Share and enjoy!']",Serving:4g,"['water', 'glutinous rice', 'sugar', 'pure cocoa tablea', 'fried salted fish tuyo', 'salt']"
Corned Beef Silog,https://panlasangpinoy.com/wp-content/uploads/2016/09/Breakfast-Corned-Beef-Silog_.jpg,"['▢ 1 12 oz. can corned beef', '▢ 1 medium yellow onion', '▢ 3 cloves garlic crushed', '▢ 3 cups sinangag', '▢ 3 eggs', '▢ 4 tablespoons cooking oil', '▢ ½ cup beef broth', '▢ Salt and pepper to taste']","['Heat oil on a pan. Once the oil gets hot, crack an egg and fry sunny-side-up. Remove the fried egg and place in a plate. Do this step until all 3 eggs are cooked.', 'Using the remaining oil, sauté the garlic until it turns medium brown. Add the onion and sauté until it softens.', 'Add the corned beef. Sauté for 2 minutes', 'Pour the beef broth in the pan. Continue to cook for 2 to 3 minutes or until the liquid evaporate. Add salt and pepper to taste.', 'Arrange a cup of sinangag (garlic fried rice) and a piece of egg on a plate. Put 1/3 of the cooked corned beef. Do this step on all 3 plates. Serve.', 'Share and enjoy!']",Serving:3g,"['eggs', 'yellow onion', 'Salt pepper', 'garlic', 'sinangag', 'cooking oil', 'beef broth', 'corned beef']"
Danggit Silog,https://panlasangpinoy.com/wp-content/uploads/2016/09/Danggit-Sinangag-at-Itlog.jpg,"['▢ 12 pieces dried danggit', '▢ ½ cup cooking oil', '▢ 3 cups garlic fried rice', '▢ 3 pieces eggs']","['Heat a medium sized frying pan and then pour the oil in.', 'Once the oil starts to get hot, crack one egg open and then gently drop it on the pan to fry in medium heat. Tilt the pan on one side until most of the oil settles and then slowly push the oil towards the egg to coat the top part. Do this multiple times until the yellow part of the egg gets cooked. You will know when you are done if it turns out yellowish-white just like in the picture above. Do this step on the remaining eggs. Once done, set the fried eggs aside.', 'Fry the danggit using the remaining oil. Make sure that the oil is hot before starting. Fry one side in medium heat until crispy and then turn the fish over to cook the other side. Transfer to a plate lined with paper towel. Note: frying danggit should be quick.', 'Arrange a cup of garlic fried rice, a piece of fried egg, and 4 pieces of danggit in a plate. This makes an individual serving. Serve with spicy vinegar.', 'Share and enjoy!']",Serving:3g,"['eggs', 'garlic fried rice', 'danggit', 'cooking oil']"
"Scrambled Eggs with Tomato, Onion, and Spinach",https://panlasangpinoy.com/wp-content/uploads/2016/05/Breakfast-Scrambled-Eggs-with-Tomato-Onion-and-Spinach.jpg,"['▢ 4 eggs', '▢ 1 medium plum tomato cubed', '▢ 1 medium yellow onion sliced', '▢ 1 cup baby spinach', '▢ a pinch of salt', '▢ a pinch of ground black pepper', '▢ 2 tablespoons cooking oil', '▢ 2 tablespoons butter']","['Crack the eggs in a bowl. Add salt and pepper. Beat until smooth. Set aside.', 'Heat the cooking oil and butter in a pan. Make sure that the entire area of the pan is coated with oil and butter.', 'Add the tomato and onion. Cook for 2 to 3 minutes in medium heat or until the onion gets soft.', 'Add the spinach and then stir fry for 30 seconds.', 'Pour-in the beaten egg. Cook one side until it starts to set. Gently scrape the the eggs from one end of the pan going towards the center using either a spatula or wooden spoon. Repeat the process until soft curds form.', 'Transfer to a serving plate. Serve with toast.', 'Share and enjoy!']",Serving:4g,"['eggs', 'yellow onion', 'ground black pepper', 'cooking oil', 'baby spinach', 'salt', 'butter', 'plum tomato']"
"Fried Daing na Bangus with Garlic Fried Rice, Fried Egg, and Pickled Papaya (Daing Silog)",https://panlasangpinoy.com/wp-content/uploads/2016/05/Daing-Silog-Recipe.jpg,"['▢ 3 medium daing na bangus fried', '▢ 3 eggs', '▢ 5 cups garlic fried rice', '▢ 3/4 cups papaya atchara optional', '▢ 3 1/2 tablespoons cooking oil', '▢ 2 tablespoons chopped scallions']","['Prepare daing na bangus according to the instructions on the recipe link above. Set aside.', 'Prepare sinangag (garlic fried rice). See link above for the recipe. Set Aside', 'Heat oil in a pan. Once the oil gets hot, fry the eggs. You can make it sunny side-up, over easy, or basted. Get more details here', 'Arrange the fried daing na bangus, sinangag, and fried egg on individual plates. Serve with papaya atchara and spicy vinegar. Sprinkle some chopped scallions on top.', 'Share and enjoy']",Serving:3g,"['scallions', 'eggs', 'papaya atchara', 'cooking oil', 'garlic fried rice', 'daing na bangus fried']"
Grilled Filipino Sweet Sausage,https://panlasangpinoy.com/wp-content/uploads/2016/05/Grilled-Filipino-Sweet-Sausage.jpg,"['▢ 2 lbs. Pampanga longganisa Filipino sweet sausage', '▢ 3 cups water', '▢ 1 cup spicy vinegar']","['Pour water in a medium cooking pot. Let boil.', 'Add the longganisa (Filipino sweet sausages). Cover and boil for 20 minutes or until the water evaporates.', 'Heat-up the grill. Grill the sausages for 15 minutes while turning it every 3 minutes until all the sides are cooked completely.', 'Remove from the grill. Serve for breakfast with fried eggs and spicy vinegar.', 'Share and enjoy!']",Serving:5g,"['water', 'Pampanga longganisa Filipino sweet sausage', 'spicy vinegar']"
Ground Beef Omelet,https://panlasangpinoy.com/wp-content/uploads/2016/03/Giniling-na-baka-omelet-750x750.jpg,"['▢ 4 eggs', '▢ 1/2 lb. ground beef', '▢ 1  yellow onion chopped', '▢ 1  green bell pepper chopped', '▢ 2 tablespoons Worcestershire sauce', '▢ 6 tablespoons cooking oil', '▢ salt and pepper to taste']","['Prepare the ground beef filing by heating 3 tablespoons of cooking oil in a pan.6 tablespoons cooking oil', 'Add the onion. Cook until soft.1  yellow onion', 'Add the chopped bell pepper and ground beef. Brown the beef (cook around 3 to 5 minutes).1  green bell pepper, 1/2 lb. ground beef', 'Sprinkle some salt and pepper (adjust the amount to your preference) and pour-in the Worcestershire sauce. Stir and cook for 4 to 5 minutes. Remove from the pan and set aside.salt and pepper to taste, 2 tablespoons Worcestershire sauce', 'Start to make the omelet by cracking the eggs in a bowl. Sprinkle a bit of salt. Whisk the eggs until the texture is smooth.4 eggs', 'Heat the remaining oil in a pan.', 'Once the oil starts to heat-up, slowly pour 1/3 of the beaten egg on the pan. Let it cook in low to medium heat until the egg starts to form.4 eggs', 'Turn the egg over using a spatula. Scoop 1/3 of the cooked ground beef over one side of the egg. When the other side of the egg forms and starts to solidify, fold the other half to cover the side with ground meat.', 'Remove the omelet from the pan and transfer to a serving plate. Perform the same steps until all the ingredients are consumed.', 'Serve with rice or bread. Share and enjoy!']",Serving:3gCalories:555kcal(28%)Carbohydrates:8g(3%)Protein:21g(42%)Fat:49g(75%)Saturated Fat:10g(50%)Polyunsaturated Fat:9gMonounsaturated Fat:26gTrans Fat:1gCholesterol:272mg(91%)Sodium:284mg(12%)Potassium:499mg(14%)Fiber:1g(4%)Sugar:4g(4%)Vitamin A:473IU(9%)Vitamin C:36mg(44%)Calcium:71mg(7%)Iron:3mg(17%),"['eggs', 'ground beef', 'green bell pepper', 'yellow onion', 'Worcestershire sauce', 'cooking oil', 'salt pepper']"
